name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Blow,Blow,Yves V,4nX11Rjdh7AuM8Ezb73m1R,5/15/2017,0,165000,0.603,0.0186,0.902,0.683,0.105,0.135,-5.979,0.0494,127.973,5,4,Happy,Pop,https://youtu.be/kZKBsAW-Q64?si=U7U8t25NXRkeNP5k,https://open.spotify.com/track/6l3pBAUJT02f9NSvLmGU3o?si=0e5a13ec7419435f
Body Rock,Body Rock,Bingo Players,3wcaYUOKVSEbmmGB43YGqf,11/16/2018,46,158212,0.627,0.00919,0.944,0.00311,0.444,0.551,-4.459,0.344,126.078,5,4,Happy,Rock,https://youtu.be/FpbU7bFVkR0?si=Da0HfMu0451yL8Sq,https://open.spotify.com/track/3wcaYUOKVSEbmmGB43YGqf?si=3dc24e8f577743fa
Boiler,Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),Limp Bizkit,5UaOg4eymp98fxKyx6SHmB,1/1/2000,0,420266,0.443,0.00393,0.722,0.0155,0.0373,0.167,-6.326,0.0865,111.324,6,4,Energetic,Metal,https://youtu.be/iqF4457GtuY?si=Wf43Hr1eDLsPbdJO,https://open.spotify.com/album/5mi7FKaWE5CtcOjdyxScA7?si=QXqP4_RoTvKN_Kyl4XeSfw
Bortom Träden,I Blomstertid,Erik Reno,4CFlaEtdgeu4mFmnUApAyl,6/7/2020,48,260564,0.446,0.801,0.0586,0.85,0.0876,0.111,-26.416,0.0416,124.019,8,4,Calm,Blues,https://youtu.be/TwW57BMQaGg?si=dMcN5jA8nefJ92_f,https://open.spotify.com/track/4CFlaEtdgeu4mFmnUApAyl?si=6d1796f0cbb54f1a
Bottom Of The Sea,Bottom Of The Sea,Isaac Elton,5OTdNMpl1EPr3tOLyyRIc3,7/11/2017,48,242213,0.775,0.00681,0.66,0.171,0.22,0.425,-7.929,0.0444,126.022,0,4,Happy,Jazz,https://youtu.be/WQ5K2tpFn1M?si=qVEjeVOOQ2T9VDex,https://open.spotify.com/track/3kDVE9LfoeKymzUHp2IN2q?si=9a12468b0ddd413a
Bottom of a Bottle,Shapeshifter,Smile Empty Soul,1XZrMIHtCVJPqK29Mzm44G,4/1/2016,61,221826,0.537,0.00236,0.847,1.16E-06,0.0844,0.459,-5.208,0.0383,106.055,6,4,Energetic,Dance,https://youtu.be/kFai0yXBIcI?si=L-oSZulfXx0yX_AY,https://open.spotify.com/track/3EmNjy3zFszmAOCikiKxCd?si=309a1fae9cd84208
Bouquet with Lilies,Bouquet with Lilies,La Acacia,1j45uvYWACNGDZ0jmKSTuP,10/30/2019,56,216607,0.621,0.716,0.345,0.921,0.091,0.113,-12.106,0.0295,117.683,0,4,Calm,Hip-Hop,https://youtu.be/T0S1c6xEkmc?si=_ky_jCPSZPsQXEGf,https://open.spotify.com/track/1j45uvYWACNGDZ0jmKSTuP?si=120a78a684a94878
Break Stuff,Significant Other (Explicit),Limp Bizkit,1rJ1xX2XBC8nesYapeO6Av,6/16/1999,0,166706,0.45,0.0108,0.877,0.000643,0.112,0.663,-6.676,0.156,108.501,8,4,Energetic,Indie,https://open.spotify.com/album/3HCCUaRSjHSFOe4fqE0BiP?si=Q_jyIuwrQ968vE7XFTnGqA,https://open.spotify.com/album/3HCCUaRSjHSFOe4fqE0BiP?si=UQ7KOX6sQ3-fnMUYEvQaVQ
Breathe,Breathe,Hans Voller,5q2hzGmdBeXEWuMOlOMOt2,10/28/2019,29,166194,0.612,0.99,0.037,0.947,0.108,0.103,-18.855,0.0408,113.008,11,3,Calm,Classical,https://youtu.be/G87_8wR2XsY?si=r_T9uybiXNUu0cjT,https://open.spotify.com/track/5q2hzGmdBeXEWuMOlOMOt2?si=d7760893c6ec48e3
Breathe Me,Colour The Small One,Sia,7jqzZyJJLrpkRFYGpkqSK6,1/1/2004,68,272800,0.552,0.0364,0.643,0.74,0.105,0.212,-7.36,0.0327,120.012,0,4,Sad,Indie,https://youtu.be/g-OvGzuQv0I?si=mHOzWfyIci7cDOZf,https://open.spotify.com/track/2Bo0hh0yoQReC4reJav5DT?si=cd45a2ea36794b6c
Brimful of Asha - Norman Cook Remix,Why Try Harder - Greatest Hits,Fatboy Slim,5BegkNkGXa6TUobnxy5LFL,6/1/2006,0,238933,0.663,0.18,0.957,0,0.348,0.937,-2.823,0.0584,125.678,11,4,Happy,Pop,https://youtu.be/kZKBsAW-Q64?si=U7U8t25NXRkeNP5k,https://open.spotify.com/track/6gbdLLUhocAjThL3GvV6Lx?si=3a856aec27d84a3b
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,5/17/2019,84,220492,0.736,0.946,0.308,0,0.186,0.361,-7.83,0.0677,111.202,4,4,Sad,Pop,https://youtu.be/cjKWi70WN9g?si=EG_t1D5VOosI2zbZ,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG?si=8b50c316ff134ccc
Butterfly,The Gift Of Game,Crazy Town,4BggEwLhGfrbrl7JBhC8EC,11/4/1999,71,216733,0.736,0.00132,0.811,0.000142,0.107,0.609,-4.17,0.081,103.502,9,4,Happy,Indie,https://youtu.be/-zyeqQeLXHs?si=aYtBjfFExC2mwZCx,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC?si=68df4196ba5f4263
Bye Bye Little House,Bye Bye Little House,Ella van der Woude,7AQKjpzLGVBKvTDyoJ7YVK,1/3/2020,30,202405,0.31,0.985,0.0313,0.94,0.263,0.182,-23.55,0.0325,92.857,10,4,Calm,Hip-Hop,https://youtu.be/VSKYRuOD0EU?si=AhdOniSU3BBcnpe8,https://open.spotify.com/track/6rY3x2SZINzczbREengsIX?si=13d61ab691b34d86
California Dreamin',If You Can Believe Your Eyes And Ears,The Mamas & The Papas,63rva3TBizr6x1Yp5uwKfD,1966-03,50,157960,0.554,0.628,0.667,0,0.0486,0.597,-10.226,0.0342,112.749,1,4,Happy,Rock,https://youtu.be/sWGh92O9kxU?si=AlYD1zKiPgRxzpjq,https://open.spotify.com/track/63rva3TBizr6x1Yp5uwKfD?si=d6b90136184a494f
Calm Wilderness,Calm Wilderness,Night Sounds,44Co96UhNfnq258r2VybLE,8/22/2019,52,231723,0.186,0.886,0.271,0.961,0.141,0.0684,-17.149,0.0449,115.896,7,4,Calm,Hip-Hop,https://youtu.be/v9ViA8RzsJo?si=1CfU8-LbrZUfY6aC,https://open.spotify.com/track/44Co96UhNfnq258r2VybLE?si=cb1e28b32be443c7
Car Underwater,What To Do When You Are Dead,Armor For Sleep,4CilIy3dA3P9Tq2NFqKEOX,2005,52,228706,0.435,0.014,0.774,0,0.127,0.448,-5.052,0.0631,147.466,2,4,Energetic,Hip-Hop,https://youtu.be/0aCJJkR2BvI?si=nix2t3GlucOV3xVl,https://open.spotify.com/track/4CilIy3dA3P9Tq2NFqKEOX?si=4add8f9ed8414b5e
Chariot,B-Sides and Rarities,Beach House,6dB3Uad2TOaJcGKpM3zizO,6/30/2017,42,316507,0.374,0.663,0.426,0.607,0.0886,0.0902,-7.395,0.0315,102.174,10,4,Sad,Pop,https://youtu.be/lgR-PUXv98k?si=AXejgfQCcua3NhPR,https://open.spotify.com/track/38cY4qpG8zdHBeON3IUwyB?si=b524f9f980d645d3
Children Of Today,Children Of Today,Blasterjaxx,2106G7MY2XnVyqij2bJVGH,4/19/2019,58,169384,0.507,0.00892,0.836,0.000598,0.485,0.333,-4.357,0.038,130.027,6,4,Energetic,Hip-Hop,https://youtu.be/2weklKOaClw?si=okdf9aTm-LsMYaFD,https://open.spotify.com/track/2106G7MY2XnVyqij2bJVGH?si=176f38854319413e
Chocolate,The 1975,The 1975,4WiiRw2PHMNQE0ad6y6GdD,1/1/2013,66,224673,0.614,0.000532,0.938,0,0.368,0.607,-4.461,0.0611,100.058,11,4,Happy,Soul,https://youtu.be/CHk5SWVO4p8?si=4-roeuiYkYd2-bqP,https://open.spotify.com/track/44Ljlpy44mHvLJxcYUvTK0?si=873be7d107644bde
Chop Suey!,Toxicity,System Of A Down,2DlHlPMa4M17kufBvI2lEN,9/4/2001,79,210240,0.419,0.000278,0.934,0.0015,0.132,0.286,-3.908,0.12,127.288,7,4,Energetic,Pop,https://youtu.be/iywaBOMvYLI?si=aX4klmYVkqCFVICr,https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN?si=71a1af728543438b
City Lights,City Lights,Marlies du Mosch,5OxyHotdy7y789r3UQcHAB,7/3/2020,26,226266,0.341,0.983,0.0582,0.924,0.097,0.0514,-23.103,0.0472,83.05,8,4,Calm,Hip-Hop,https://youtu.be/RpRkAGrdTRI?si=6oYqcIUi_46cEMhR,https://open.spotify.com/track/5OxyHotdy7y789r3UQcHAB?si=61857175c4b841f0
Clap Your Hands,Clap Your Hands,Sia,18cST7DK31Ab2rTH1POP6A,4/9/2010,44,238466,0.699,0.000532,0.87,0.0219,0.359,0.778,-4.925,0.0546,120.033,0,4,Happy,Metal,https://youtu.be/50mUEfYHKqM?si=9pLw5MUwYQB19Z6d,https://open.spotify.com/track/2ZAygqzhUlNZ7ji5BomgId?si=93d55a634a784b6c
Cleansing,Cleansing,Jacco Wynia,6u1ymcw9MTK9mPGy8XdvEb,5/29/2020,36,304217,0.18,0.956,0.0754,0.926,0.11,0.0366,-26.645,0.0346,71.675,9,4,Calm,Indie,https://youtu.be/kkemcuWpiZ4?si=fUAUciNudtHzT0zN,https://open.spotify.com/album/3fqGUOocHr52b27WDO91Ij?si=jN9G53NYQZaJfTNI-0guFQ
Clear Skies,Clear Skies,Dhyana Thomas,7bKMZYXVYzGMvnHiRDCmjy,4/26/2019,51,162085,0.421,0.94,0.136,0.89,0.113,0.0505,-23.521,0.0305,110.036,11,4,Calm,Blues,https://youtu.be/jK8tCquOXJE?si=y36xjRqVTv4a4B9P,https://open.spotify.com/track/7bKMZYXVYzGMvnHiRDCmjy?si=95d471e9c0bb4ba0
Click Click Boom,Every Six Seconds,Saliva,1LMVGL3030W3mGmRrd2hCm,1/1/2001,0,252400,0.607,0.00259,0.935,0.000221,0.195,0.51,-2.918,0.0506,95.97,6,4,Energetic,Rock,https://youtu.be/AawweRYEz_w?si=7ewX2k4QR8_GEkxw,https://open.spotify.com/track/2CGDxXXYbkPOyRXHzQbqkT?si=eaf3d1136f1e4240
Coda,Endeavour,Jakob Ahlbom,2TFQPFUqRtgj1auq9b5PlR,10/4/2019,58,180614,0.351,0.93,0.24,0.904,0.101,0.0968,-15.363,0.034,79.919,9,3,Calm,Pop,https://youtu.be/8J4AksBkJgI?si=EG8xglmAfClzT6YT,https://open.spotify.com/track/2TFQPFUqRtgj1auq9b5PlR?si=5177d995774a41d3
Cold Arms,Wilder Mind,Mumford & Sons,7kpZ9isu48poYKpaAb0wiR,5/1/2015,0,169906,0.431,0.815,0.144,1.10E-06,0.124,0.0491,-12.07,0.039,137.683,11,4,Sad,Folk,https://youtu.be/FQ__r9WgDpM?si=TVUMMuU7kCQlgTou,https://open.spotify.com/track/3dBwNOUqqdCYPmiUMXxZMy?si=eec958b2a09f4647
Cold Nights,Cold Nights,Camo Columbo,1q3AoLCoawd8Gpm9wP7sHi,1/3/2020,51,189813,0.941,0.321,0.421,9.34E-05,0.0967,0.787,-7.918,0.0583,107.011,11,4,Sad,Rock,https://youtu.be/GVL69OHv6DE?si=TcLvXK5tmZ3-ZcE9,https://open.spotify.com/track/1q3AoLCoawd8Gpm9wP7sHi?si=6f8af9f294004aa8
Cold as Stone (feat. Charlotte Lawrence) - Lipless Remix,Cold as Stone (Remixes) (feat. Charlotte Lawrence),Kaskade,6chZg1OMXz9VN3MQCr4cNf,5/4/2018,57,228666,0.619,0.237,0.663,0,0.111,0.142,-6.937,0.0366,123.93,7,4,Energetic,Country,https://youtu.be/fLr-9__cx90?si=Zrjvyt7-RIqgBVQy,https://open.spotify.com/track/6chZg1OMXz9VN3MQCr4cNf?si=bddbb172844c4aba
Colgando,Siesta,Barulinho,2dVvMXDWBY0U7VjCjOjVH9,7/31/2020,36,268800,0.567,0.948,0.39,0.966,0.0802,0.133,-13.701,0.0301,99.997,0,4,Calm,Dance,https://youtu.be/UzXe2L7ZrSE?si=96A_r1oyt7sg_kpm,https://open.spotify.com/track/2dVvMXDWBY0U7VjCjOjVH9?si=285edb01e1df4e7b
Collapse Into Light,Collapse Into Light,Evin Iris,3jP962JoLAn9p4wCDdx4My,10/18/2019,55,179500,0.305,0.933,0.229,0.904,0.104,0.0562,-18.329,0.0334,121.599,1,4,Calm,Pop,https://youtu.be/7uFeWWJGQFY?si=2ideoBUF1nseF2ZQ,https://open.spotify.com/track/3jP962JoLAn9p4wCDdx4My?si=011440016c314221
Come On Eileen,Too Rye Ay (Deluxe Edition),Dexys Midnight Runners,5uzNa0SBGOe5pPnstWHMCt,1982-08,1,273720,0.466,0.413,0.615,0,0.343,0.812,-9.102,0.0492,108.016,0,4,Happy,Pop,https://youtu.be/zzRr55RGYc4?si=Mt1cf2e93rNxGqzz,https://open.spotify.com/track/3MrWxJaD2AT0W9DjWF64Vm?si=81ad448b41d741eb
Come Out And Play (Keep ‘Em Separated),Greatest Hits,The Offspring,0Yb5Kfpf3boElZNa61wPdJ,6/21/2005,68,197800,0.476,0.0535,0.856,6.75E-06,0.0846,0.847,-3.764,0.161,158.671,7,4,Energetic,Jazz,https://youtu.be/GHUql3OC_uU?si=GXYcJm15RASJ6GaY,https://open.spotify.com/track/5JJDu0Z5DKe7mR31MGksSg?si=5b3f161342564bcb
Coming Home,Coming Home,Zoe Connelly,30ACOtgBj1PqZs1erzFZkU,12/11/2019,51,172818,0.198,0.854,0.139,0.856,0.0773,0.106,-18.72,0.031,82.405,5,4,Calm,Rock,https://youtu.be/PXxawM2ALig?si=7jEP-oGN9ahqUlNd,https://open.spotify.com/track/30ACOtgBj1PqZs1erzFZkU?si=f12030f493fb4ab6
Coming Undone,Coming Undone,Korn,261QAU5PAmYYv0KPr0vc49,2005,0,199773,0.696,0.000855,0.677,0.000247,0.0646,0.551,-4.178,0.0554,150.125,2,4,Energetic,Blues,https://youtu.be/yPsqQ13UduQ?si=xFV7T5vd31geq26Q,https://open.spotify.com/track/3o7TMr6RmIusYH7Kkg7ujR?si=3029147eaae54d92
Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,1/12/2018,74,178466,0.455,0.889,0.292,0,0.106,0.43,-6.792,0.0563,84.339,0,5,Sad,Electronic,https://youtu.be/ogyJiVHwSRA?si=pD0xVIb80hKtz19P,https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz?si=418cc0b2ea2f494e
Conversation,Conversation,Lucy Rose,4THgqBGsTYJcNcQWCV92AP,1/10/2019,45,229560,0.242,0.901,0.137,0.0105,0.167,0.0644,-16.332,0.0322,92.454,2,3,Sad,Pop,https://youtu.be/xCj6tBiN60M?si=uy-FLwrYT1oPgSyV,https://open.spotify.com/track/18OdfcIf5JEpH6my78QbSH?si=a97d3188b65a4a80
Count On You - ATFC's C-thru Remix,Count On You (ATFC's C-thru Remix),Autoerotique,7GL2SOvJXs8QVLX0cUADeq,7/16/2018,42,235594,0.825,0.00735,0.925,0.808,0.057,0.567,-7.502,0.0463,123.025,4,4,Happy,Pop,https://youtu.be/t7uhio8sSyk?si=lim7OwPxHTzwLVCh,https://open.spotify.com/track/7GL2SOvJXs8QVLX0cUADeq?si=dae297824fcf4c81
Count That - R3HAB Edit,Count That (R3HAB Edit),Steff da Campo,1J1wnDwBjkFvDVOxNOLVjY,11/9/2018,41,125161,0.686,0.0957,0.955,0.00621,0.0809,0.447,-3.665,0.113,123.978,1,4,Energetic,Soul,https://youtu.be/euRGySHUrSw?si=FyUlR-fKLIFs_qut,https://open.spotify.com/track/2tTl1WmGJQyVNzc09leCFO?si=4d0f9d4edd6745b0
Courage,Courage,Ian Wong,0gj8zftpww3PXx8xea7Ygn,2/28/2020,34,162083,0.635,0.994,0.0302,0.952,0.107,0.237,-26.234,0.0401,83.222,1,1,Calm,Hip-Hop,https://youtu.be/c0_j1uyF0Yg?si=VDAnQZ7bVy2rkXEe,https://open.spotify.com/track/0gj8zftpww3PXx8xea7Ygn?si=a760480823904d90
Crash,Crash,Chris Malinchak,1FXlhqcYaiw6KuUYtXdtAi,3/7/2018,57,232981,0.689,0.000455,0.456,0.882,0.07,0.238,-12.307,0.0339,126,2,4,Happy,Dance,https://youtu.be/9SbjyjLzdio?si=A3vUAKOdwldp5XLY,https://open.spotify.com/track/3qNYkFSeL9Sd43XYaMVRXO?si=2c1e9817abe94e0a
Crawling In The Dark,Hoobastank,Hoobastank,1eK4KsyjAzr2xJ86Tj5SWa,1/1/2001,0,175026,0.592,0.000295,0.932,7.59E-05,0.138,0.698,-4.491,0.0885,93.675,6,4,Energetic,Country,https://youtu.be/HJaptcfiXV4?si=R-g3Pb_4DNv2lfFE,https://open.spotify.com/track/1PJRDeZSoZk7gtisdTYfLi?si=4e759645dccc469c
Crazy,St. Elsewhere,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,4/24/2006,77,177466,0.855,0.0505,0.587,0.00714,0.105,0.64,-4.589,0.0336,111.97,8,4,Happy,R&B,https://youtu.be/b0HphXAivpw?si=llH8L1GCxRWqlXgD,https://open.spotify.com/track/2N5zMZX7YeL1tico8oQxa9?si=44951ac97b564a54
Crazy Horses,Crazy Horses,The Osmonds,6LqbJXriVJyqJCd9jYoPqP,10/14/1972,46,153173,0.512,0.215,0.977,0,0.343,0.731,-4.505,0.0671,120.165,2,4,Happy,Blues,https://youtu.be/28iHA3501MY?si=yxdK4g4qF_iixvjY,https://open.spotify.com/track/6LqbJXriVJyqJCd9jYoPqP?si=0e92d6437cd14204
Creep,The Best Of,Radiohead,1ytTeSRAU6IRo2itVDwtPv,4/7/2008,0,238640,0.515,0.0102,0.43,0.000141,0.129,0.104,-9.935,0.0369,91.841,7,4,Sad,Dance,https://youtu.be/fAuT8_dboWo?si=hMGYA04ATQqahO-_,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r?si=d413aaa8a3364d87
Crossing,Crossing,The Tides,08Q4GyxnB8ak1ZwHnjwova,3/19/2020,40,153103,0.542,0.935,0.189,0.91,0.0932,0.0755,-16.57,0.0398,116,0,4,Calm,Rock,https://youtu.be/Z3Ux8n1gMxg?si=1h_0vfUhqtDbj2iC,https://open.spotify.com/track/08Q4GyxnB8ak1ZwHnjwova?si=7c60985993c34c59
Crystal Baller - 2006 Remaster,A Collection,Third Eye Blind,0uESMJnrEKYnZoRbNTvmpB,7/18/2006,31,255760,0.379,0.0142,0.695,1.13E-05,0.196,0.432,-5.922,0.0705,193.672,0,4,Energetic,Folk,https://youtu.be/r9cFOcf-HYU?si=KQDJWcqFWI5XHOjb,https://open.spotify.com/track/0uESMJnrEKYnZoRbNTvmpB?si=430419eb458946bb
Crystal Shores,Crystal Shores,Dean Valio,0gUAGl4nHShy1dzHikQKKU,5/24/2019,51,170958,0.482,0.958,0.0257,0.923,0.104,0.144,-26.303,0.0323,109.98,9,4,Calm,Rock,https://youtu.be/z5ux6S7Cpxs?si=xf7f0xXt4L4sg1CL,https://open.spotify.com/track/0gUAGl4nHShy1dzHikQKKU?si=467a61f819f64eea
Curiosity,Curiosity,Beau Projet,3WEdWvAScE1EcBfErseQnC,3/21/2019,60,155820,0.43,0.985,0.256,0.867,0.106,0.173,-22.088,0.0641,133.955,2,4,Calm,Soul,https://youtu.be/Flkp2oHhKwA?si=CWGEpyMwo1clKxBB,https://open.spotify.com/album/5FbnGcGNWnjufAuOrXss3k?si=eypYXlWeQhGRY3xn4wtOZw
Curious Morning,Curious Morning,Michael Orvind,5lZyYNi8OfFWKiX1p9zDQP,7/14/2020,36,182222,0.391,0.969,0.231,0.954,0.116,0.0882,-17,0.0363,107.981,3,4,Calm,Electronic,https://youtu.be/gQL99s0bA9Q?si=njw3OB4s_-BnsCgH,https://open.spotify.com/track/5lZyYNi8OfFWKiX1p9zDQP?si=55865926b42543c9
Cursive,As Long As - EP,Billie Marten,5Iy1wdO0tMaHwKnfFYtlel,11/13/2015,62,240400,0.494,0.935,0.267,5.58E-05,0.128,0.166,-11.54,0.0308,115.117,0,3,Sad,Metal,https://youtu.be/1Wkll4JwZ2Y?si=rOT5KJRLM7SiZ41p,https://open.spotify.com/track/5Iy1wdO0tMaHwKnfFYtlel?si=48e6a491820a450c
Daar Gaat Ze,Clouseau30,Clouseau,7kMPC3vgXk3o9xUP3GWAJ0,9/1/2017,5,227906,0.639,0.78,0.492,0,0.117,0.666,-8.497,0.0288,87.033,5,4,Happy,Blues,https://youtu.be/OSDV7IGNmwI?si=M9-4EU1sFitk2HK-,https://open.spotify.com/track/2vFzC766RC2m36ywFyj09S?si=df13811956ba456c
Dance Little Sister,Introducing The Hardline According To Terence Trent D'Arby,Terence Trent D'Arby,4o9Kj7onklt6xbYl3jVArp,7/6/1987,53,234640,0.722,0.161,0.696,0,0.0755,0.93,-11.095,0.0901,115.397,2,4,Happy,R&B,https://open.spotify.com/track/4o9Kj7onklt6xbYl3jVArp?si=39797ed1f7574064,https://open.spotify.com/track/4o9Kj7onklt6xbYl3jVArp?si=39797ed1f7574064
Dancing On My Own,Dancing On My Own,Calum Scott,02WacdrRpm4zlP8H7X6bnQ,6/3/2016,9,260004,0.608,0.851,0.174,1.92E-05,0.0855,0.193,-8.796,0.0332,112.175,1,4,Sad,Rock,https://youtu.be/q31tGyBJhRY?si=8BbOfg2au_2Cd9Gb,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ?si=d04bd11988294bab
Dancing Through Sunday,Sing The Sorrow,AFI,4O5GKVbnQ8U9BxYWu0hIug,2003,47,146666,0.555,0.00291,0.98,0,0.279,0.643,-2.849,0.0947,114.078,3,4,Energetic,Metal,https://youtu.be/jc7d1gWfM1A?si=1GEunsDxbHsspzwu,https://open.spotify.com/track/4O5GKVbnQ8U9BxYWu0hIug?si=e63e3141f8cd4028
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Sloan,1TQXIltqoZ5XXyfCbAeSQQ,6/28/2019,78,197732,0.629,0.761,0.327,2.96E-05,0.103,0.381,-8.285,0.029,74.953,11,4,Sad,Jazz,https://youtu.be/Qzc_aX8c8g4?si=Ut54J7c-VmgGIXif,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ?si=09846a6511e24b15
Dancing With an Astronaut,Dancing With an Astronaut,Ellie Rose,43cElHKBLhVdsz0cPETPIj,9/27/2019,41,168141,0.516,0.487,0.407,0.0235,0.252,0.17,-7.841,0.0283,74.894,9,4,Sad,Hip-Hop,https://youtu.be/O0LY3BLbADo?si=zJbVhfx8F4Vg-oJ0,https://open.spotify.com/track/3NgdqeruRgwJ7UYIFFwcnA?si=3ccc909c0d9a40d9
Dani California,Stadium Arcadium,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,5/9/2006,77,282160,0.556,0.0193,0.913,8.59E-06,0.346,0.73,-2.36,0.0437,96.184,0,4,Energetic,Electronic,https://youtu.be/j9qfClVvfIw?si=tUouWO_vJj3KVdM6,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k?si=9c0ed7e8144d4763
Dark Side of the Gym,Sleep Well Beast,The National,1OdpIb0nzhDcqwkiYp0O1u,9/8/2017,52,290093,0.642,0.726,0.475,0.786,0.12,0.453,-11.404,0.0294,103.955,2,3,Sad,Hip-Hop,https://youtu.be/jUFhgORw4T4?si=9fAi6v1ci5vx6XPW,https://open.spotify.com/track/5nKH6bOVogJdgfH031s1P1?si=7cc9ea59867347b6
Darkest Hour,Darkest Hour,Low Roar,36I7pi5g6XZJm3bcgqmLyE,10/18/2019,29,179520,0.694,0.612,0.359,0.738,0.137,0.348,-16.105,0.0408,125.077,9,4,Sad,Jazz,https://youtu.be/CVF8WAgo284?si=MzU6T6xw_zTK6uj6,https://open.spotify.com/track/4mSOKJKJaMyrvS4zVZbv3P?si=49ee8f8051594b05
Dawning,Dawning,Light of Sun,56ag77KIUFvxJhA1gdObsq,8/26/2019,58,206419,0.526,0.64,0.471,0.817,0.096,0.286,-11.965,0.0424,119.972,0,4,Calm,Soul,https://youtu.be/912Tj-05wp0?si=GER63nqm6lBnkEPi,https://open.spotify.com/track/56ag77KIUFvxJhA1gdObsq?si=abc779202c63402a
Day 5: For Carol,5 Day Mischon,Tom Misch,3JjeC1epY5y2Jysxn5FVCB,3/31/2017,56,394862,0.485,0.765,0.497,0.886,0.132,0.065,-10.022,0.0308,100.857,2,4,Calm,Jazz,https://youtu.be/b_v8dV3TQFY?si=3kTkAgVXk_j_3oxq,https://open.spotify.com/track/7xgPPFmQpNkhFvkl4cYl8r?si=097b17b6a5b04c3c
De Fléche,De Fléche,Les Manger Tous,5vymVJ2WUlLnMeQqrgwQx8,9/30/2019,52,233062,0.435,0.668,0.333,0.834,0.084,0.074,-15.885,0.0308,90.902,8,4,Calm,R&B,https://youtu.be/EcrRJT9VdZw?si=D7dy2lrly2qzzdYT,https://open.spotify.com/track/5vymVJ2WUlLnMeQqrgwQx8?si=0d958e26ef464953
Dear Diary,Dear Diary,Anthony Ramos,5AqPW3fH2H4ORBYTVwfHep,7/19/2019,0,216933,0.474,0.587,0.41,3.97E-06,0.114,0.37,-9.373,0.0644,125.085,7,3,Sad,Electronic,https://youtu.be/rxIyYi4TX9s?si=71DPc585sP6HHkza,https://open.spotify.com/track/56sf2wdTV7nWvkSoWVLCYa?si=d394f033455d4b59
Deep Dark Jungle,Deep Dark Jungle,Nicky Romero,0FTDvOs2mzgHAqL31PBXO5,3/8/2019,0,145714,0.587,0.000405,0.97,0.772,0.202,0.146,-4.512,0.216,128.069,8,4,Happy,Electronic,https://youtu.be/0YqvYiidEJU?si=Bc68f1T8w_k87j7l,https://open.spotify.com/track/09W9ZVEsg5VjGva2lM21dl?si=178521e44ec74f7b
Den inre skogen,Den inre skogen,Thomas Jackson,0Zl6KnmirT1PeGZvAZY9T1,1/30/2020,55,229657,0.532,0.924,0.382,0.61,0.134,0.0455,-17.683,0.0543,127.038,9,4,Calm,Metal,https://youtu.be/vKYwAJB_QoI?si=AeMhIN15HpGTepfd,https://open.spotify.com/track/0Zl6KnmirT1PeGZvAZY9T1?si=609cc24f5e7b4306
Desire Lines,Split,Lush,63JP68VirmCXtWRoMTX8Xi,1994,39,459506,0.379,0.000169,0.652,0.0043,0.077,0.0724,-5.406,0.0325,121.035,9,4,Sad,Classical,https://youtu.be/1ccElDZUTpQ?si=Fl6quHAs-CINzoP1,https://open.spotify.com/track/7Bv26qd7JX525wGCmhrPtj?si=2973d5b2939c4073
Devotion And Desire,Bayside,Bayside,27O9FuS1UIm6ZyLplgLQAH,8/23/2005,54,209626,0.296,0.000702,0.9,0,0.339,0.286,-4.918,0.0922,184.256,2,4,Energetic,Dance,https://youtu.be/AszabgCs6d8?si=_91M8PNbTm5LgZjL,https://open.spotify.com/track/27O9FuS1UIm6ZyLplgLQAH?si=60d6870f3fd94d12
Dew Drops,Vortex,Pieter de Graaf,0NnFglDnuZH6qKuvhZpB0r,10/11/2019,50,335636,0.27,0.939,0.0384,0.936,0.1,0.0708,-24.513,0.0361,59.81,11,4,Calm,Folk,https://youtu.be/LLjTAToT18I?si=IHujqzYwz0B3QZ3Y,https://open.spotify.com/track/0NnFglDnuZH6qKuvhZpB0r?si=35e7fa938e094370
